지점,지점명,일시,평균기온(°C),최고기온(°C),최저기온(°C),평균상대습도(%),월합강수량(00~24h만)(mm),일최다강수량(mm),1시간최다강수량(mm),10분최다강수량(mm),평균풍속(m/s),최대풍속(m/s),최대순간풍속(m/s),평균운량(1/10),합계 일조시간(hr),합계 일사량(MJ/m2),최심적설(cm)
90,속초,2019-12,4.2,14.4,-7.1,45,9.8,9.8,,,1.9,9.9,15.9,3.9,194.7,,
90,속초,2020-01,3.4,11.2,-4.1,53,148.1,58.6,,,2.1,9.7,16.4,4.6,163.3,,
90,속초,2020-02,4.1,16.1,-8.2,53,55.8,24.1,,,2,8.4,16.5,4.2,194.1,,
90,속초,2020-03,7.9,19.3,-1.8,56,38,20.7,,,2.4,8.7,19.8,3.5,263.7,,
90,속초,2020-04,11.3,24.5,.9,50,38.4,18.1,6.7,2.9,2.5,10.1,17.5,3.9,256,,
90,속초,2020-05,17.1,32.4,7.8,70,245.1,140,25.8,5.3,2.2,9.6,19.2,5.9,218.5,,
90,속초,2020-06,22.2,33.2,13.9,74,271.9,214.6,30.9,9.9,2.2,9.3,16.3,5.3,238.7,,
90,속초,2020-07,21.6,33.3,15.6,85,374.7,115.5,35.9,8,1.9,8.6,16.3,6.9,168.5,,
90,속초,2020-08,25.7,35.1,19.6,82,411.3,127.9,31.3,8.4,1.4,9.1,12.3,7.2,128.4,,
90,속초,2020-09,20.1,28.7,12.1,75,482.8,192.5,51.8,12.7,2.2,10.2,20.9,6.2,152.5,,
90,속초,2020-10,14.3,23.7,4.6,60,0,0,0,0,1.7,6.4,13.6,3.9,231.3,,
90,속초,2020-11,10,23.1,-2.1,47,19.2,15.3,,,2,8.2,18.2,3.5,204.5,,
90,속초,2020-12,1.8,11.2,-11.3,35,.5,.5,,,2.1,7.8,17.4,2.4,228.4,,
90,속초,2021-01,-1.2,9.7,-16.1,43,0,0,,,2.3,9,18.9,3.6,200.4,,
90,속초,2021-02,3.1,17.8,-10.1,51,5,4.8,,,2.3,8.1,17.3,3.6,214.2,,
90,속초,2021-03,8,18.9,-4.5,64,104.2,73.4,,,2,9.3,18.1,5,209,,
90,속초,2021-04,12.3,23.8,2,61,97.2,40.5,5.9,1.7,2.3,9.5,19.9,4.7,228.4,,
90,속초,2021-05,16.7,29.8,7.6,63,154.9,67,12.1,3.4,2.1,10,22.8,5.2,239.6,,
90,속초,2021-06,20.3,30,12.9,81,43.8,10.2,7.1,6.6,1.7,8,15.3,6.1,185.7,,
90,속초,2021-07,25.5,33.2,18.1,85,104.1,50.3,13.3,3.8,1.5,5.9,9.5,5.2,270,,
90,속초,2021-08,24.4,33.8,17.1,80,247.1,83.5,67.5,22.5,1.6,7.3,12.5,7.4,133,,
90,속초,2021-09,20.9,28.8,14.6,80,141.6,43.1,9.5,6.8,1.7,8.7,11.9,5.5,195.8,,
90,속초,2021-10,15.5,27.5,2.2,69,216.9,56.9,20.4,8.2,1.8,8.2,13,5.5,174,,
90,속초,2021-11,9.9,20.1,-1.8,50,16.2,10.9,,,2.2,9.3,17,3.5,208.2,,
90,속초,2021-12,2.8,13.9,-14.9,47,68.7,42.1,,,2.2,9.2,18.4,3,219.8,,
90,속초,2022-01,-.6,7.8,-9.8,48,3.6,3.1,,,1.9,7.1,12,3.2,227.2,,
90,속초,2022-02,.3,12.7,-10.9,40,11.1,8.1,,,2.3,7.8,15.4,2.5,243.8,,
90,속초,2022-03,7.1,21,-2,61,114.5,29.2,,,2.1,11.9,16.5,4.8,189.4,,
90,속초,2022-04,14.2,29.8,1.8,55,33.5,15.6,2.7,.8,2.3,8.6,22.3,3.7,269,,
90,속초,2022-05,18.5,33.5,5.8,54,9.1,7.7,2.9,.9,2.2,8.4,15.9,4.3,312.7,,
90,속초,2022-06,20.9,34.6,10.1,79,248.7,75.4,22.8,13.7,1.9,7.9,14.7,6.5,169.6,,
90,속초,2022-07,24.3,33.4,18.8,88,213.1,87.2,15.9,6.2,1.5,7.5,10.3,6.6,135.5,,
90,속초,2022-08,24.6,35.5,15.8,81,323.7,110.9,23,8.8,1.3,6.2,13.9,6.7,151.1,0,
90,속초,2022-09,20.3,29.2,10.9,76,263.8,119.4,14.6,5.3,1.8,8.6,14.8,5.4,203.7,,
90,속초,2022-10,13.9,29.9,4.8,70,377.1,76.8,21.7,6.5,1.8,8.6,19.8,5.5,153.8,,
90,속초,2022-11,11,22.3,-4.6,55,38.4,9.8,0,0,1.9,10.3,23.5,4,198.8,,
90,속초,2022-12,-.2,11.6,-12.5,35,.7,.7,,,2.4,8.8,17,2.8,233.5,,
90,속초,2023-01,.2,15.1,-16,45,94.7,47.7,,,2,8.7,17.8,3.8,215.7,,
90,속초,2023-02,2.7,15.6,-6.4,53,43.4,26,,,1.9,9.1,14.8,4.3,186.6,,
90,속초,2023-03,9.3,25.4,-1.7,54,10.1,6.3,,,2.1,8.2,13.8,4.2,224,,
90,속초,2023-04,12.6,26.9,4,61,57,28,5.4,2.7,2.2,11.3,25.5,5.2,212.2,,
90,속초,2023-05,17,34.4,5.5,67,81,48.4,6,2.7,1.9,8.2,11.9,5.6,232.6,,
90,속초,2023-06,21.9,34.3,13.3,74,200.1,38.2,14.6,6.7,1.8,9,13.2,5.3,244.9,,
90,속초,2023-07,25.8,35.1,19.6,79,108.2,29.4,27,18.9,1.5,7.7,16.7,6.4,184.5,,
90,속초,2023-08,24.7,36.6,19.1,85,669.6,368.7,91.3,16.8,1.4,11.2,18.6,6.9,121.9,,
90,속초,2023-09,21.7,30.6,13.6,81,208.2,76.8,18.7,7.2,1.4,8.1,13,6.1,156.6,,
93,북춘천,2016-10,14.1,29,-1.9,74,112.1,39,20.5,8.5,.9,6,10.1,5.4,185.3,381.67,
93,북춘천,2016-11,5.1,19.5,-9.1,71,13.2,5.5,,,.9,5.5,9.9,4.8,147.4,259.88,.5
93,북춘천,2016-12,-.2,10.2,-12.1,74,83.1,49,,,.8,6.4,11.3,5.4,142.3,204.42,1
93,북춘천,2017-01,-3.4,11.6,-17,66,15.9,7.1,,,1.1,7.7,13.7,3.6,204.2,286.3,10.7
93,북춘천,2017-02,-1.5,12.2,-15.7,64,11,3.5,,,1.2,6.5,10.9,3.1,214.9,356.79,8.3
93,북춘천,2017-03,4.6,19,-8.3,59,17.9,11.5,,,1.3,7,12,4.3,212.4,436.28,
93,북춘천,2017-04,13.2,29.1,-.8,55,54.1,21,5,1.5,1.9,8.7,14,4.4,257.3,560.07,
93,북춘천,2017-05,18.6,30.7,6.7,56,25.5,10.5,10.5,7,1.8,9.4,15.9,4.2,280.1,645.7,
93,북춘천,2017-06,22.3,35,9.2,59,38.1,14.5,5.5,2.5,1.5,7,12.3,4.8,271.2,656.82,
93,북춘천,2017-07,26.3,34.9,19.4,78,477.8,146.5,31,12.5,1,7.4,10.9,7.7,126.4,421.28,
93,북춘천,2017-08,24.4,37.5,13.9,76,376.3,89,66.5,17,1.1,6.4,12.2,7.2,150.3,438.14,
93,북춘천,2017-09,19.1,30.5,4.9,74,33.8,17,16.5,12.5,1.1,6.2,10.7,4.7,220.3,480.31,
93,북춘천,2017-10,13.5,26.9,-3.7,74,42.6,22.5,7,3,1.1,5.9,11.1,5,196.9,366.06,
93,북춘천,2017-11,3.2,18.8,-10.2,67,15.9,6.9,,,1.2,8,14.3,4,185.3,267.52,2.9
93,북춘천,2017-12,-4.3,8.6,-19,67,24.5,10.4,,,1.2,7.2,12.8,4.1,183.8,248.12,6.3
93,북춘천,2018-01,-6,8.6,-21.7,60,6.5,3.7,,,1.3,8.4,13.8,3.9,203,297.61,5
93,북춘천,2018-02,-3.4,10.4,-19.2,53,33,28.5,,,1.5,7.5,12.9,3.6,214.2,345.45,7.6
93,북춘천,2018-03,7,23.4,-8.2,61,32,11,,,1.8,8.8,13.5,4.6,204.3,434.45,
93,북춘천,2018-04,12,29.2,-3,60,117.2,46.5,8,2.5,1.9,8.7,16.2,4.9,218.7,505.89,1.5
93,북춘천,2018-05,17.2,31,2.9,66,200.5,97,26.5,12.5,1.7,8.3,16.7,5.4,233.2,577.58,
93,북춘천,2018-06,22.6,34.5,11.9,63,88.6,57.5,24.5,10,1.5,8.6,15.3,5.6,252.8,628.31,
93,북춘천,2018-07,26.3,37.6,13.7,71,189.7,76.5,16.5,7,1.3,6.7,11,5,243.9,520.07,
93,북춘천,2018-08,26.9,40.6,15.8,69,354.6,189.5,45,23,1.3,10.3,14.9,6.1,223,464.48,
93,북춘천,2018-09,19.1,29.5,6.5,72,63,28,16,5.5,1.1,5.9,8.6,5.4,205.5,397.14,
93,북춘천,2018-10,10.3,25,-2.5,75,102.6,59.5,9,2,1.1,8.6,14.3,4.5,200.3,314.48,
93,북춘천,2018-11,5.1,19.3,-7.3,75,56.9,44.5,,,.7,6.7,8.7,5.1,148.2,206.42,8.5
93,북춘천,2018-12,-3.2,12,-16.9,62,17.3,8,,,1,6.4,10.4,3.9,194.9,216.07,2.6
93,북춘천,2019-01,-3.9,8.3,-15.1,56,.2,.2,,,1,7.7,10.1,3,228.9,251.44,0
93,북춘천,2019-02,-.6,13.4,-13.6,59,27.5,17.2,,,.9,5.9,9.1,4.6,201.8,324.29,4
93,북춘천,2019-03,5,18.3,-7.3,58,30.9,15.5,,,1.4,8.4,14.7,5.1,199.4,431.23,
93,북춘천,2019-04,10.6,28.3,-5.1,57,49.7,16.4,7.6,3.2,1.5,7.6,12.4,5.2,205.8,525.84,
93,북춘천,2019-05,18.3,33.3,2.6,55,31.4,16.1,3.4,1.1,1.6,8,13.9,4,298.6,742.98,
93,북춘천,2019-06,21.4,33.1,9.9,72,88.7,25.2,15.6,8.8,1.2,7.4,14.3,5.7,235,652.98,
93,북춘천,2019-07,25,36.2,14.8,78,252.2,85.7,24.3,7.5,1.2,5.7,10.9,7.4,140.5,494.97,
93,북춘천,2019-08,25.6,36.5,16.1,80,186.6,68.6,33.1,13.3,1.1,7,11.4,6,220.9,583.7,
93,북춘천,2019-09,20.7,31.6,10.7,80,147.9,54.4,38.8,10.6,1.1,12.5,20.7,7.1,138.1,395.49,
93,북춘천,2019-10,14,29.9,.2,78,48.4,17.8,4.6,1.8,1,6.2,12.6,5.7,189.2,372.17,
93,북춘천,2019-11,4.9,20.3,-7.5,76,57.8,29.4,,,.9,7.9,13,5,167.3,272.42,.3
93,북춘천,2019-12,-.7,10.5,-13.4,74,10.5,2.7,,,.9,7.7,12.7,5.2,143.2,217.32,.9
93,북춘천,2020-01,-.7,10.9,-10.6,73,55.9,37.5,,,1,5.9,11.4,4.7,187.4,278.76,.4
93,북춘천,2020-02,.7,15.5,-14.8,69,35.3,19.4,,,1.2,8.6,13.3,4.5,183.5,331.85,1.8
93,북춘천,2020-03,6.1,21,-6.6,57,13.7,7,,,1.5,9.6,20.1,3.9,238.5,509.82,
93,북춘천,2020-04,9.7,24.6,-4.5,52,17,10.2,4.1,1.1,1.9,9.5,15.9,3.6,257.6,605.88,
93,북춘천,2020-05,17.4,29.8,5.4,72,122.2,40.5,13,6.3,1.5,8.7,17.6,6.2,193.7,583.23,
93,북춘천,2020-06,23.5,35.8,13.6,72,79.1,45.1,11.6,2.3,1.5,7.9,18.9,5.7,225.2,650.42,
93,북춘천,2020-07,23.3,32.7,16.1,81,183.6,60.9,17,5.6,1.3,10.5,18.4,7.6,140.4,511.36,
93,북춘천,2020-08,25.6,35.4,20.3,90,821.2,188.5,72.5,18.8,1,7.3,12.7,8.3,92.3,356.98,
93,북춘천,2020-09,19,30,8.2,84,153.1,43.1,11.4,6.7,1.3,11.2,17.2,6.5,162.6,421.25,
93,북춘천,2020-10,10.9,23.7,-2.7,78,.3,.2,.2,.2,.9,8.1,14.1,4.3,221.5,420.29,
93,북춘천,2020-11,5.3,19.4,-8.3,73,75.2,62.8,,,1.2,7.3,14.3,3.9,181.1,287.49,
93,북춘천,2020-12,-3.6,9.9,-18.5,69,4.8,4.5,,,.9,6.1,11.7,3.5,197.9,268.95,6.2
93,북춘천,2021-01,-5.7,11.5,-22.5,68,14.3,3.3,,,1,10.2,16.8,3.9,181.6,274.71,4.9
93,북춘천,2021-02,.4,19.7,-14.2,61,5.6,2.6,,,1.5,7.9,13.5,3.6,210.7,366.24,8.9
93,북춘천,2021-03,7.1,22.8,-4.7,68,100.1,66.2,,,1.3,8.8,14.8,4.7,217.1,471.84,9.8
93,북춘천,2021-04,12.4,29.2,-.1,61,110.2,56.6,9.2,2.1,1.5,7.8,14,4.9,225.5,564.07,
93,북춘천,2021-05,15.6,30.6,3.1,75,159.3,67.4,11.7,3.6,1.4,9.1,16.8,6,190.3,569.66,
93,북춘천,2021-06,21.6,32.3,12.4,78,128.1,26.2,15.5,13.3,1.2,7.3,13.2,6.4,186.6,599.05,
93,북춘천,2021-07,26.7,36.6,18.5,80,202,58.7,28.2,12.6,1,7.7,13.1,6,251.7,697.93,
93,북춘천,2021-08,24.3,34.4,15.7,82,122.5,31.2,26.1,11.5,1.1,7.2,13.1,7.4,154,480.64,
93,북춘천,2021-09,20.7,29.7,13.2,79,103.7,37.5,11.7,4.8,1.1,6.2,12,6.1,188.6,464.07,
93,북춘천,2021-10,13.1,28.2,-2,83,64.4,29.7,11.6,3.4,.9,5.2,8.7,5.7,160.2,342.76,
93,북춘천,2021-11,5.3,21,-6.6,75,49.8,27.1,,,1.2,7.9,15.7,4.6,163.1,271.29,
93,북춘천,2021-12,-2.2,11.4,-17.2,72,5.2,1.9,,,1.1,8.4,13.8,3.9,173.8,252.38,6.4
93,북춘천,2022-01,-5.1,7.8,-16.6,65,1.9,1.5,,,.8,6.4,9.9,3.1,219.2,314.35,3.2
93,북춘천,2022-02,-3.5,10.7,-15.8,55,6.3,4.6,,,1.5,8.1,13.4,2.8,224.1,380.96,1.4
93,북춘천,2022-03,5.7,18.5,-7.6,66,88.3,31.7,,,1.4,9.1,15.7,5,195.6,427.61,.4
93,북춘천,2022-04,13,29.8,-1.9,56,27.7,16.7,3.6,2.1,1.7,7.1,13.1,3.7,264.2,620.33,
93,북춘천,2022-05,17.2,30.7,2.4,60,8.1,4.6,3.9,2.5,1.7,8.6,15.6,4.3,281.3,716.21,
93,북춘천,2022-06,21.9,34.2,9.2,78,386.5,129.9,23,10.1,1.3,6.8,13.4,7,142.7,497.81,
93,북춘천,2022-07,26,35.8,19.6,85,223.8,74.7,28.1,11.3,1,6.5,10.6,7.1,174.6,582.61,
93,북춘천,2022-08,24.5,33,12.1,88,418.4,110.8,32,14.1,1,6.1,11.6,7.6,121.9,421.2,
93,북춘천,2022-09,19.8,30.8,6.8,80,239,158,14.8,4,1.1,6.7,11.5,6,207,496.4,
93,북춘천,2022-10,11.8,25.7,-.6,81,116.1,82.1,22.5,11.7,1,6.6,9.4,5.3,186.3,382.09,
93,북춘천,2022-11,6.5,20.6,-8.1,77,64,36.1,,,.9,7,12.3,4.4,175.7,275.44,
93,북춘천,2022-12,-6.1,8.1,-18.5,70,10.7,4.6,,,1,6.8,13.1,3.8,190.6,275.54,6.1
93,북춘천,2023-01,-5.2,9.2,-21.7,75,43.8,25.5,,,.8,6.2,11.9,4.4,183.1,286.03,7.3
93,북춘천,2023-02,-.5,12.8,-11.7,68,1.1,1.1,,,1,6.2,11.7,3.4,216.2,355.77,3.7
93,북춘천,2023-03,7.4,25,-6.9,57,8.4,6.1,,,1.3,7.2,12.4,3.3,272.6,513.1,
93,북춘천,2023-04,12.1,27.8,-2.2,65,95.7,40.6,6.3,1.8,1.6,10.1,16.1,5.5,208.2,493.38,
93,북춘천,2023-05,17.7,31.4,2.3,69,112.4,37.4,8.2,2.4,1.4,8,13.4,5.3,281.4,663.67,
93,북춘천,2023-06,22.4,33.7,12.3,77,280.7,83.1,34.3,13.8,1.3,7,13.6,5.8,235,628.49,
93,북춘천,2023-07,26,34.8,17.9,85,318.1,58.2,21.1,6.3,1.1,6.6,11.7,6.9,192.9,541.12,
93,북춘천,2023-08,26.1,35.2,18.9,83,203.6,68.5,32.8,11.3,1.1,6.2,13.5,6.8,202.8,513.58,
93,북춘천,2023-09,21.8,32.4,11.5,83,119.5,26.6,16.9,9.1,.9,5.6,9.5,6.6,183.5,438.78,
95,철원,2000-01,-5.2,7.9,-18.5,75,51.8,17.8,,,.9,10.2,14,4.3,163.4,,9.5
95,철원,2000-02,-4.7,5.9,-18.1,64,8,2.4,,,.5,9.1,13,2.9,197.8,,3.8
95,철원,2000-03,3.8,18.2,-9.6,59,10,3.6,,,.8,10.3,16,4.2,203.9,,
95,철원,2000-04,9.7,23.3,-3.8,57,34.3,11.7,3.7,1.8,.9,10.7,17,5.1,183.5,,
95,철원,2000-05,15.9,29.6,3.9,74,85.9,27,12.2,8.6,.7,8.5,11,6.2,159.4,,
95,철원,2000-06,21.9,32.7,9.4,71,116.9,55.4,18.4,7.8,1.7,7.1,10,5.3,190.6,,
95,철원,2000-07,25,33.6,17.7,81,115,35,15.6,8.8,2,8.6,13,6.6,150.2,,
95,철원,2000-08,24.2,33.3,18,84,479.6,120.1,53,17.5,1.9,6.5,11,6.9,131.6,,
95,철원,2000-09,18.5,31.2,5.2,77,163,66.5,11.2,3.5,2.4,10.6,20,6.4,150.3,,
95,철원,2000-10,11.6,26.1,-3.6,76,16.8,6.5,1.7,.8,1.2,6.7,11,5.2,183.2,,
95,철원,2000-11,3.4,21,-9.7,69,17.4,8.2,,,1.3,7,12,4.4,155.3,,
95,철원,2000-12,-2.3,11.6,-18.2,69,26.5,7.3,,,1.5,8.3,11,4.5,164.1,,4.2
95,철원,2001-01,-8.5,5.3,-29.2,69,27.3,13.4,,,1.5,8,11,4.4,155.5,,15.4
95,철원,2001-02,-3.5,11.5,-21.4,70,16.2,7.2,,,1.5,7.7,11,4.7,170.4,,12.7
95,철원,2001-03,2.5,20.6,-9.2,60,11.4,7.9,,,2.1,9,13,4.4,202.4,,3
95,철원,2001-04,11.4,27.3,-5.5,52,12,6.4,3,.8,2.4,10.1,14,4.8,220.2,,
95,철원,2001-05,17.8,31.4,4.5,62,13.7,5.3,4.7,2.5,2.6,10.1,14,5.1,216.2,,
95,철원,2001-06,21.1,32.3,11.4,77,224.5,60.1,23,12.5,1.9,9,16,6.9,126.3,,
95,철원,2001-07,24.2,32.7,16.8,84,603.3,166.5,32.5,11.5,1.9,6.7,11,7.7,122.3,,
95,철원,2001-08,23.8,33.1,13.7,80,229.4,56.4,37,16,1.3,6.2,12,4.8,220.8,,
95,철원,2001-09,19,30.7,3.5,71,10.8,3.4,3.3,3,1.7,8.5,14,4.8,205.8,,
95,철원,2001-10,13.2,24.6,.8,78,93.6,35.5,12,3.5,1,7.3,12,5.2,160.9,,
95,철원,2001-11,3.3,15.7,-9.4,72,20.4,9.9,,,.7,6.7,11,3.1,192,,
95,철원,2001-12,-4.6,9.9,-16.1,65,15,8.8,,,.5,5.8,9,3.5,197,,14.4
95,철원,2002-01,-3.9,10.1,-24.4,75,51.9,16.5,,,1.1,7.1,12.5,4.6,164.1,,14
95,철원,2002-02,-.3,12.9,-12,64,3.2,1.5,,,1.7,8.2,14.4,3.8,169.8,,.7
95,철원,2002-03,5.6,19.4,-8.4,60,37,22.5,,,2.7,12.6,22.6,4.8,195.5,,3.2
95,철원,2002-04,11.8,27.6,-1.6,60,159.7,70,9,3,2.7,11.4,20.1,4.7,214.8,,
95,철원,2002-05,16.6,26.4,5.2,65,47.6,15.5,3.5,2,2.2,10,16.9,5.2,218.8,,
95,철원,2002-06,20.3,31.4,8.6,69,66.5,18,11,6,2.1,6.4,10.7,4.9,224.9,,
95,철원,2002-07,23.1,34.4,15.9,84,249.6,52.5,20,5.5,1.7,8.8,13.1,7.4,121.4,,
95,철원,2002-08,22.4,30.1,15.3,86,532.6,191,59.5,17,1.2,11.9,23.1,8.2,82,,
95,철원,2002-09,18.1,29.2,6,79,38.5,24,5.5,2.5,1.6,9.7,16,4.7,180.9,,
95,철원,2002-10,9.5,23.6,-5.5,73,60.8,19.5,19,13.5,1.9,9.7,15.7,4.5,190.7,,
95,철원,2002-11,.7,16.1,-11.6,67,11.1,5,,,1.9,8.9,16.6,4.2,154.3,,3.9
95,철원,2002-12,-2.8,14.5,-19.2,79,30.8,8.5,,,1.5,6.5,9.5,5,139,,11.8
95,철원,2003-01,-7.1,6.1,-24.6,75,19.3,7.9,,,1.3,7.7,14.9,4.2,156.9,,10.7
95,철원,2003-02,-.8,9.4,-16.4,75,22.5,13.5,,,1.6,8.4,12.7,4.8,147.9,,2.7
95,철원,2003-03,3.9,20.3,-9.6,68,20.6,4.5,,,1.8,7.5,13.8,5.4,174.2,,.1
95,철원,2003-04,10.6,23.3,-.4,66,119,38,9,3,2.5,10.5,15.3,5.7,153.7,,
95,철원,2003-05,17,28.9,3.4,64,54.5,45.5,12.5,3.5,2.1,9.2,14.7,4.4,246.9,,
95,철원,2003-06,20,29.3,11.4,76,150.2,35,22.5,8.5,1.9,9,14.7,6.9,153,,
95,철원,2003-07,22.2,30.2,14.9,83,277.7,138.5,19,5.5,2,6.9,10.9,7.6,130.1,,
95,철원,2003-08,22.1,30.4,14.6,86,756.1,161.5,69.5,17,1.7,8.9,20.6,7.4,119.1,,
95,철원,2003-09,18.2,26.2,6.5,84,189.5,106,20,6,1.6,8.9,14.4,6.6,123.7,,
95,철원,2003-10,10.3,25.1,-2.6,73,32.3,16,10.5,2.5,1.7,9.2,16.6,3.7,197.8,,
95,철원,2003-11,6,19.8,-8.1,77,71.7,17,,,2,9.2,16.3,5.3,127.7,,
95,철원,2003-12,-2.7,8.1,-14.6,68,3.6,1.5,,,1.7,7.6,15.1,3.1,178.1,,1
95,철원,2004-01,-5.8,6.3,-20.4,67,10.9,3.5,,,1.6,10.8,17.1,3.2,201.2,,5.9
95,철원,2004-02,-.6,17.5,-16.2,58,83.7,51.5,,,2.5,10.5,17,3.8,191.5,,1.1
95,철원,2004-03,3.7,18.7,-11.2,52,23.1,12.5,,,2.5,12.1,21.1,4,216.5,,6.8
95,철원,2004-04,10.7,27.7,-3.1,55,80.5,37,10.5,3,2.8,11.1,18.5,3.9,221.3,,
95,철원,2004-05,15.8,25.2,2.7,71,126.2,54,8.5,3,2.5,12.7,19.8,6.2,157.1,,
95,철원,2004-06,21,31.3,9.3,75,87.4,21,17.5,6,1.7,7.3,10.4,6.1,160.4,,
95,철원,2004-07,22.8,32.6,16.6,89,462,114.5,25.5,11.5,2.2,10.9,19.2,8.3,91.1,,
95,철원,2004-08,22.9,33.4,13.5,75,84.3,29.5,11.5,7.5,2.2,9.5,15.5,6.4,153.7,,
95,철원,2004-09,18.8,28.9,8.4,74,206.9,47.5,12.5,4.5,1.8,7.9,11.4,5.4,178.8,,
95,철원,2004-10,11.1,25.7,-2,65,11.1,8.5,6.5,2,1.6,8.6,14.5,2.5,247.5,,
95,철원,2004-11,5.4,20.2,-5.1,73,53,24,,,1.4,10.9,18.1,4.2,151.4,,.7
95,철원,2004-12,-2.1,13.9,-16.5,70,20.5,7.5,,,1.2,7.3,15.5,3.2,191.2,,
95,철원,2005-01,-6.2,7.2,-17.7,59,3.7,2,,,1.8,8.8,14.9,2.7,204.7,,3.5
95,철원,2005-02,-5.4,10,-18.1,57,31.8,13.1,,,2.2,11.2,26,3.4,182.1,,13.5
95,철원,2005-03,1.8,16.7,-11.9,58,11.8,5,,,2.4,9.7,16.5,3.8,215.3,,4.2
95,철원,2005-04,10.9,26.7,-2.8,57,92.6,30.5,9.5,3,3,12,20.2,4.6,200.8,,
95,철원,2005-05,15.4,29,2.6,60,95.9,32,14.5,8,2.3,9.2,13.5,4.2,229.8,,
95,철원,2005-06,21.3,30.9,9.5,70,158,86,26,8,2.1,8.3,13.4,6,144,,
95,철원,2005-07,23.5,33.8,15.9,77,276.2,86.5,36.5,13,2,8.6,14.8,6.9,108.9,,
95,철원,2005-08,23,33.1,13,77,331.6,53,34,14.5,2.3,8.5,15.7,7,116.9,,
95,철원,2005-09,19.3,29.7,10.6,75,236.7,95,15.5,10.5,2.2,11.1,17.2,6.4,137.2,,
95,철원,2005-10,11.3,23.4,-3,71,13.3,9,2,.5,1.3,7.6,11.9,3.9,196.7,,
95,철원,2005-11,4.5,21.7,-8.5,67,63.2,36.5,,,1.5,9.5,17.7,3.4,169.6,,1.6
95,철원,2005-12,-7.5,5.5,-20.1,59,8.4,2.5,,,1.6,7.6,13.9,2.2,208.9,,5.2
95,철원,2006-01,-4,7.6,-19.3,66,31.8,28.5,,,1.4,6.2,9.8,4.1,165.4,,3.6
95,철원,2006-02,-2.2,11.5,-18.3,57,12,5.3,,,2.1,8.9,14.6,4.1,173.8,,5.2
95,철원,2006-03,2.5,15.9,-10.8,57,19.7,5,,,2.4,10.8,18,4.5,170.2,,8
95,철원,2006-04,9.4,21.6,-.1,58,85.1,35.5,14.5,8.5,2.8,11,16.8,6.1,127.3,,
95,철원,2006-05,16.5,28.4,3.3,61,139,85,11.5,3.5,2.5,8.5,13.2,5.2,187.5,,
95,철원,2006-06,20.2,31.5,12,71,196.5,52.5,41,22.5,1.9,10.1,18.6,6,154.7,,
95,철원,2006-07,22.1,29.9,16.3,79,638.6,127,39,17,1.9,8.7,16.8,8.8,55.8,,
95,철원,2006-08,25.1,33.9,17.9,76,54.5,27,13.5,5.5,2,11.1,19,5.7,190.2,,
95,철원,2006-09,18.1,29.4,5.8,73,27.8,20.5,8,2,1.7,9.5,16.4,4.8,199,,
95,철원,2006-10,14.7,27.2,.8,75,61.5,31.5,14.5,7,1.7,10.7,17.3,3.5,169.9,,
95,철원,2006-11,5.4,19.6,-5.7,70,21.6,6.5,,,2.1,9.7,17.2,4.2,158.6,,
95,철원,2006-12,-2.5,12.1,-17.3,75,9.9,4.2,,,1.2,6.8,11.9,3.7,156.9,,5
95,철원,2007-01,-3.6,8.6,-16.9,72,8.5,6.1,,,1.2,7.5,16.5,3.3,181.7,,5.2
95,철원,2007-02,.5,15.2,-15.6,64,5,4,,,1.6,9.3,14.3,3.2,181.3,,
95,철원,2007-03,3.9,16.4,-11.2,68,87.7,33.5,,,2.5,11.2,19.1,5.1,152.9,,1
95,철원,2007-04,9.6,23.3,-3.2,61,61.5,32,11.5,2.5,2.4,9.9,15.5,5.2,190.1,,
95,철원,2007-05,16.6,28.8,4.8,68,165.5,40.5,10,5,2.6,10.8,17.7,5.7,200.7,,
95,철원,2007-06,21.8,33.9,9.6,68,105.2,40.5,22,6,2.1,7.9,11.7,5.7,210.2,,
95,철원,2007-07,22.7,30.3,16.2,81,279.8,80.5,67,21.5,2.5,8.4,13.5,7.8,136.5,,
95,철원,2007-08,24.6,32.1,14.8,82,493,116.5,34,13,2.2,9.6,16.7,7.4,115.7,,
95,철원,2007-09,19.9,30.7,10.3,79,243.2,55.5,15.5,6.5,2.3,8.1,15,7.5,88.2,,
95,철원,2007-10,12.2,26.6,-2,76,31.1,10.5,8,2.5,1.5,8.7,13.4,5.4,169.2,,
95,철원,2007-11,3,19.1,-10.6,72,14.7,4.6,,,1.4,7.3,13,3.5,174.6,,8
95,철원,2007-12,-2.4,12,-13.1,77,12.7,5.2,,,1.3,7.8,13.3,4.3,127,,7.1
95,철원,2008-01,-5.4,5.5,-19.1,66,6.1,3.3,,,1.4,6.4,10.6,4.2,163.9,,6.4
95,철원,2008-02,-4.7,9.3,-18.7,57,7.7,4.5,,,1.7,7.5,11.2,2.3,223.8,,4
95,철원,2008-03,4.5,19.1,-7.3,69,59.5,27.5,,,1.9,9,13.5,5.1,166.9,,3.7
95,철원,2008-04,11.9,28.4,-2.2,60,37.9,9,5,2,2.3,8.5,15.4,4.6,200,,
95,철원,2008-05,16.1,28.9,4.2,66,89.3,41.5,15,5.5,2.3,9.3,15.6,4.8,190.6,,
95,철원,2008-06,20,30.1,9,71,117.8,47,17.5,3.5,2.8,8.6,13,6.3,185.1,,
